surname,name,patronymic,position,faculty,department,spin,spin link,orcid,orcid link,scopus author id,scopus link,researcher id,researcher link
Беляев,Виталий,Игоревич,ассистент,Энергетический институт,"Кафедра ""Электроснабжение промышленных предприятий""",0,0,0,0,0,0,0,0
Бигун,Александр,Ярославович,доцент,Энергетический институт,"Кафедра ""Электроснабжение промышленных предприятий""",0,0,0,0,0,0,0,0
Болдырев,Игорь,Владимирович,инженер 1 категории,Энергетический институт,"Кафедра ""Электроснабжение промышленных предприятий""",0,0,0,0,0,0,0,0
Бубенчиков,Антон,Анатольевич,доцент,Энергетический институт,"Кафедра ""Электроснабжение промышленных предприятий""",0,0,0,0,0,0,0,0
Бубенчикова,Татьяна,Валерьевна,ассистент,Энергетический институт,"Кафедра ""Электроснабжение промышленных предприятий""",0,0,0,0,0,0,0,0
Ветчинкина,Наталья,Геннадьевна,инженер 1 категории,Энергетический институт,"Кафедра ""Электроснабжение промышленных предприятий""",0,0,0,0,0,0,0,0
Гиршин,Станислав,Сергеевич,доцент,Энергетический институт,"Кафедра ""Электроснабжение промышленных предприятий""",0,0,0,0,0,0,0,0
Грунин,Владимир,Кузьмич,доцент,Энергетический институт,"Кафедра ""Электроснабжение промышленных предприятий""",0,0,0,0,0,0,0,0
Дед,Александр,Викторович,доцент,Энергетический институт,"Кафедра ""Электроснабжение промышленных предприятий""",5237-6697,http://elibrary.ru/author_profile.asp?spin=5237-6697,0000-0001-5625-8869,http://orcid.org/0000-0001-5625-8869,0,0,0,0
Жиленко,Елена,Петровна,старший преподаватель,Энергетический институт,"Кафедра ""Электроснабжение промышленных предприятий""",0,0,0,0,0,0,0,0
