surname,name,patronymic,position,faculty,department,spin,spin link,orcid,orcid link,scopus author id,scopus link,researcher id,researcher link
Ляшков,Алексей,Ануфриевич,профессор,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",2377-7912,http://elibrary.ru/author_profile.asp?spin=2377-7912,0000-0003-0100-8584,http://orcid.org/0000-0003-0100-8584,55237710400,http://www.scopus.com/authid/detail.uri?authorId=55237710400,C-2426-2017,http://www.researcherid.com/rid/C-2426-2017
Панчук,Константин,Леонидович,профессор,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",5623-0008,http://elibrary.ru/author_profile.asp?spin=5623-0008,0000-0001-9302-8560,http://orcid.org/0000-0001-9302-8560,55857766100,http://www.scopus.com/authid/detail.uri?authorId=55857766100,S-2788-2017,http://www.researcherid.com/rid/S-2788-2017
Притыкин,Федор,Николаевич,профессор,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",7628-8023,http://elibrary.ru/author_profile.asp?spin=7628-8023,0000-0001-8081-6840,http://orcid.org/0000-0001-8081-6840,6507269253,http://www.scopus.com/authid/detail.uri?authorId=6507269253,B-2372-2019,http://www.researcherid.com/rid/B-2372-2019
Янишевская,Анна,Генриховна,профессор,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",1433-6130,http://elibrary.ru/author_profile.asp?spin=1433-6130,0000-0002-6191-8769,http://orcid.org/0000-0002-6191-8769,6507814908,http://www.scopus.com/authid/detail.uri?authorId=6507814908,E-8875-2014,http://www.researcherid.com/rid/E-8875-2014
Зинченко,Юрий,Валентинович,доцент,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",0,0,0,0,0,0,0,0
Крысова,Ирина,Викторовна,доцент,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",0,0,0,0,0,0,0,0
Медведева,Мария,Николаевна,доцент,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",1337-8931,http://elibrary.ru/author_profile.asp?spin=1337-8931,0,0,56503998400,http://www.scopus.com/authid/detail.uri?authorId=56503998400,E-5053-2014,http://www.researcherid.com/rid/E-5053-2014
Рогоза,Юрий,Анатольевич,доцент,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",0,0,0,0,0,0,0,0
Соседко,Виталий,Владимирович,доцент,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",0,0,0,0,0,0,0,0
Нитейский,Антон,Сергеевич,старший преподаватель,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",9380-0233,http://elibrary.ru/author_profile.asp?spin=9380-0233,0,0,0,0,0,0
Ионова,Юлия,Евгеньевна,старший преподаватель,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",0,0,0,0,0,0,0,0
Любчинов,Евгений,Владимирович,старший преподаватель,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",8144-6370,http://elibrary.ru/author_profile.asp?spin=8144-6370,0000-0003-2499-4866,http://orcid.org/0000-0003-2499-4866,57199399265,http://www.scopus.com/authid/detail.uri?authorId=57199399265,0,0
Мясоедова,Татьяна,Михайловна,старший преподаватель,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",0,0,0,0,0,0,0,0
Любчинова,Виктория,Витальевна,преподаватель,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",7958-3863,http://elibrary.ru/author_profile.asp?spin=7958-3863,0000-0002-9193-2537,http://orcid.org/0000-0002-9193-2537,0,0,AAT-4870-2021,http://www.researcherid.com/rid/AAT-4870-2021
Смольникова,Елена,Михайловна,заведующий лабораторией,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",0,0,0,0,0,0,0,0
Белова,Валентина,Петровна,лаборант,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",0,0,0,0,0,0,0,0
Мордкович,Любовь,Васильевна,учебный мастер 2 категории,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",0,0,0,0,0,0,0,0
Четтер,Надежда,Васильевна,инженер,Факультет информационных технологий и компьютерных систем,"Кафедра ""Инженерная геометрия и САПР""",0,0,0,0,0,0,0,0
Буренкова,Светлана,Витальевна,профессор,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",3533-0996,http://elibrary.ru/author_profile.asp?spin=3533-0996,0000-0001-8061-6830,http://orcid.org/0000-0001-8061-6830,57110332000,http://www.scopus.com/authid/detail.uri?authorId=57110332000,R-7629-2018,http://www.researcherid.com/rid/R-7629-2018
Алейникова,Татьяна,Викторовна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Андреева,Наталья,Петровна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Башкирова,Ольга,Александровна,старший преподаватель,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",5484-1158,http://elibrary.ru/author_profile.asp?spin=5484-1158,0,0,0,0,0,0
Беликова,Ирина,Александровна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",1674-2396,http://elibrary.ru/author_profile.asp?spin=1674-2396,0,0,0,0,0,0
Богомолов,Сергей,Викторович,старший преподаватель,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Букеева,Мария,Евгеньевна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",6304-1320,http://elibrary.ru/author_profile.asp?spin=6304-1320,0,0,0,0,0,0
Булгакова,Ирина,Юрьевна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Винникова,Татьяна,Александровна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",9230-0604,http://elibrary.ru/author_profile.asp?spin=9230-0604,0000-0001-5865-1023,http://orcid.org/0000-0001-5865-1023,57201982612,http://www.scopus.com/authid/detail.uri?authorId=57201982612,D-4587-2015,http://www.researcherid.com/rid/D-4587-2015
Вязигина,Светлана,Юрьевна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Гросс,Милена,Александровна,старший преподаватель,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",3504-1630,http://elibrary.ru/author_profile.asp?spin=3504-1630,0000-0001-8506-7797,http://orcid.org/0000-0001-8506-7797,0,0,0,0
Груенко,Светлана,Евгеньевна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",6288-8691,http://elibrary.ru/author_profile.asp?spin=6288-8691,0,0,0,0,0,0
Гурьянова,Оксана,Александровна,старший преподаватель,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",7505-7556,http://elibrary.ru/author_profile.asp?spin=7505-7556,0,0,0,0,0,0
Державина,Екатерина,Александровна,инженер,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Долгова,Татьяна,Васильевна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",6255-9104,http://elibrary.ru/author_profile.asp?spin=6255-9104,0000-0002-4049-5410,http://orcid.org/0000-0002-4049-5410,0,0,0,0
Жигунова,Жанна,Геннадьевна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
ЗОРИНА,Юлия,Викторовна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Кербер,Елена,Владимировна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",7954-3140,http://elibrary.ru/author_profile.asp?spin=7954-3140,0,0,0,0,0,0
Клёстер,Анна,Михайловна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",6561-6198,http://elibrary.ru/author_profile.asp?spin=6561-6198,0000-0001-8109-1052,http://orcid.org/0000-0001-8109-1052,57195348879,http://www.scopus.com/authid/detail.uri?authorId=57195348879,E-4565-2014,http://www.researcherid.com/rid/E-4565-2014
Костерина,Юлия,Евгеньевна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",6720-9617,http://elibrary.ru/author_profile.asp?spin=6720-9617,0,0,0,0,0,0
Ласица,Майя,Валерьевна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Липина,Юлия,Алексеевна,преподаватель,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",9313-3083,http://elibrary.ru/author_profile.asp?spin=9313-3083,0,0,0,0,0,0
Лисицина,Людмила,Викторовна,заведующий лабораторией,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Нейман,Светлана,Юльевна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",9610-9924,http://elibrary.ru/author_profile.asp?spin=9610-9924,0,0,0,0,0,0
Новикова,Татьяна,Адамовна,специалист по учебно-методической работе,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Прыткова,Оксана,Альбертовна,преподаватель,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Сидоренко,Юлия,Николаевна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",1757-8739,http://elibrary.ru/author_profile.asp?spin=1757-8739,0,0,0,0,0,0
Сидорова,Валентина,Ивановна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",9809-1637,http://elibrary.ru/author_profile.asp?spin=9809-1637,0,0,0,0,0,0
Соколова,Татьяна,Владимировна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Терентьева,Галина,Петровна,старший преподаватель,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Тихонова,Елена,Владимировна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Тихонова,Ирина,Борисовна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",2875-1975,http://elibrary.ru/author_profile.asp?spin=2875-1975,0000-0001-5045-8990,http://orcid.org/0000-0001-5045-8990,0,0,E-7464-2014,http://www.researcherid.com/rid/E-7464-2014
Трифонова,Елена,Николаевна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Федорова,Мария,Александровна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",5636-7474,http://elibrary.ru/author_profile.asp?spin=5636-7474,0000-0002-0899-6303,http://orcid.org/0000-0002-0899-6303,57193409850,http://www.scopus.com/authid/detail.uri?authorId=57193409850,D-7718-2014,http://www.researcherid.com/rid/D-7718-2014
Чащина,Ирина,Ивановна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",6735-3414,http://elibrary.ru/author_profile.asp?spin=6735-3414,0,0,0,0,0,0
Чурилова,Ирина,Николаевна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",6712-4071,http://elibrary.ru/author_profile.asp?spin=6712-4071,0,0,0,0,0,0
Шарапова,Татьяна,Николаевна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Шевченко,Елена,Борисовна,старший преподаватель,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",4780-5978,http://elibrary.ru/author_profile.asp?spin=4780-5978,0,0,0,0,0,0
Шило,Елена,Вячеславовна,преподаватель,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",1785-2184,http://elibrary.ru/author_profile.asp?spin=1785-2184,0000-0002-9945-762X,http://orcid.org/0000-0002-9945-762X,0,0,P-3464-2016,http://www.researcherid.com/rid/P-3464-2016
Шихов,Глеб,Леонидович,преподаватель,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Шуйцева,Инга,Альфредовна,старший преподаватель,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",1189-0701,http://elibrary.ru/author_profile.asp?spin=1189-0701,0,0,0,0,0,0
Шумайлова,Марина,Сергеевна,доцент,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Ильницкая,Наталья,Владимировна,старший лаборант,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Ласунова,Юлия,Сергеевна,преподаватель,Факультет гуманитарного образования,"Кафедра ""Иностранные языки""",0,0,0,0,0,0,0,0
Грицай,Александр,Сергеевич,доцент,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",8092-1772,http://elibrary.ru/author_profile.asp?spin=8092-1772,0000-0003-0805-2086,http://orcid.org/0000-0003-0805-2086,57193409148,http://www.scopus.com/authid/detail.uri?authorId=57193409148,A-3835-2017,http://www.researcherid.com/rid/A-3835-2017
Потапов,Виктор,Ильич,профессор,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",9710-9680,http://elibrary.ru/author_profile.asp?spin=9710-9680,0000-0002-6541-7101,http://orcid.org/0000-0002-6541-7101,0,0,P-6263-2016,http://www.researcherid.com/rid/P-6263-2016
Шафеева,Ольга,Павловна,доцент,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",6119-5370,http://elibrary.ru/author_profile.asp?spin=6119-5370,0,0,0,0,0,0
Янишевская,Анна,Генриховна,профессор,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",1433-6130,http://elibrary.ru/author_profile.asp?spin=1433-6130,0000-0002-6191-8769,http://orcid.org/0000-0002-6191-8769,6507814908,http://www.scopus.com/authid/detail.uri?authorId=6507814908,E-8875-2014,http://www.researcherid.com/rid/E-8875-2014
Кобенко,Вадим,Юрьевич,профессор,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",9011-1591,http://elibrary.ru/author_profile.asp?spin=9011-1591,0000-0003-2495-5605,http://orcid.org/0000-0003-2495-5605,55674672100,http://www.scopus.com/authid/detail.uri?authorId=55674672100,D-7342-2013,http://www.researcherid.com/rid/D-7342-2013
Гуменюк,Александр,Степанович,доцент,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",6047-3026,http://elibrary.ru/author_profile.asp?spin=6047-3026,0,0,55877476100,http://www.scopus.com/authid/detail.uri?authorId=55877476100,P-8567-2016,http://www.researcherid.com/rid/P-8567-2016
Червенчук,Игорь,Владимирович,доцент,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",1495-1174,http://elibrary.ru/author_profile.asp?spin=1495-1174,0,0,57203340941,http://www.scopus.com/authid/detail.uri?authorId=57203340941,0,0
Артемова,Александра,Викторовна,доцент,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",0,0,0,0,0,0,0,0
Гаак,Антон,Викторович,доцент,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",0,0,0,0,0,0,0,0
Дорошенко,Марина,Спартаковна,старший преподаватель,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",0,0,0,0,0,0,0,0
Алексеенко,Денис,Александрович,старший преподаватель,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",0,0,0,0,0,0,0,0
Свалова,Анна,Ивановна,старший преподаватель,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",0,0,0,0,0,0,0,0
Звонов,Александр,Олегович,старший преподаватель,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",7321-7759,http://elibrary.ru/author_profile.asp?spin=7321-7759,0,0,0,0,0,0
Стороженко,Никита,Русланович,старший преподаватель,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",0,0,0,0,0,0,0,0
Блохин,Александр,Владимирович,старший преподаватель,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",6651-0137,http://elibrary.ru/author_profile.asp?spin=6651-0137,0000-0001-5537-2942,http://orcid.org/0000-0001-5537-2942,57210979557,http://www.scopus.com/authid/detail.uri?authorId=57210979557,AAO-8087-2020,http://www.researcherid.com/rid/AAO-8087-2020
Юшков,Сергей,Александрович,старший преподаватель,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",0,0,0,0,0,0,0,0
Нигрей,Алексей,Андреевич,старший преподаватель,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",0,0,0,0,0,0,0,0
Карабцов,Роман,Дмитриевич,старший преподаватель,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",5086-5729,http://elibrary.ru/author_profile.asp?spin=5086-5729,0,0,0,0,0,0
Чебаненко,Евгений,Владимирович,старший преподаватель,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",3904-5748,http://elibrary.ru/author_profile.asp?spin=3904-5748,0000-0002-2572-9194,http://orcid.org/0000-0002-2572-9194,0,0,A-9201-2016,http://www.researcherid.com/rid/A-9201-2016
Богорад,Дмитрий,Михайлович,старший преподаватель,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",0,0,0,0,0,0,0,0
Романенко,Элина,Айваровна,ассистент,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",6542-9288,http://elibrary.ru/author_profile.asp?spin=6542-9288,0000-0002-1721-1475,http://orcid.org/0000-0002-1721-1475,0,0,Q-5390-2017,http://www.researcherid.com/rid/Q-5390-2017
Елисеенко,Юрий,Андреевич,ассистент,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",0,0,0,0,0,0,0,0
ДЕНИСОВ,Олег,Владимирович,ассистент,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",0,0,0,0,0,0,0,0
Горшенин,Алексей,Юрьевич,инженер,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",3745-0785,http://elibrary.ru/author_profile.asp?spin=3745-0785,0000-0003-4362-7420,http://orcid.org/0000-0003-4362-7420,0,0,AGK-2864-2022,http://www.researcherid.com/rid/AGK-2864-2022
Грызина,Елена,Владимировна,заведующий лабораториями,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",0,0,0,0,0,0,0,0
Раловец,Марина,Леонидовна,ведущий инженер,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",0,0,0,0,0,0,0,0
КОНОНОВА,Виктория,Владимировна,инженер 2 категории,Факультет информационных технологий и компьютерных систем,"Кафедра ""Информатика и вычислительная техника""",0,0,0,0,0,0,0,0
Мезенцев,Евгений,Анатольевич,заведующий кафедрой,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",6804-6720,http://elibrary.ru/author_profile.asp?spin=6804-6720,0000-0002-4960-1363,http://orcid.org/0000-0002-4960-1363,0,0,0,0
Бернацкий,Владилен,Осипович,профессор,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",0,0,0,0,0,0,0,0
Нехаев,Андрей,Викторович,профессор,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",5844-9381,http://elibrary.ru/author_profile.asp?spin=5844-9381,0000-0003-1358-743X,http://orcid.org/0000-0003-1358-743X,57211853279,http://www.scopus.com/authid/detail.uri?authorId=57211853279,M-7208-2016,http://www.researcherid.com/rid/M-7208-2016
Сушко,Алексей,Владимирович,главный научный сотрудник,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",6496-4278,http://elibrary.ru/author_profile.asp?spin=6496-4278,0000-0002-6703-8535,http://orcid.org/0000-0002-6703-8535,57201470030,http://www.scopus.com/authid/detail.uri?authorId=57201470030,R-6351-2016,http://www.researcherid.com/rid/R-6351-2016
Федотова,Марина,Геннадьевна,профессор,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",5105-1050,http://elibrary.ru/author_profile.asp?spin=5105-1050,0,0,0,0,0,0
Анашкина,Наталья,Александровна,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",0,0,0,0,0,0,0,0
Букин,Алексей,Федорович,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",0,0,0,0,0,0,0,0
Владимирова,Наталья,Васильевна,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",0,0,0,0,0,0,0,0
Гермизеева,Виктория,Викторовна,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",5643-0650,http://elibrary.ru/author_profile.asp?spin=5643-0650,0,0,0,0,0,0
Глазунова,Татьяна,Владимировна,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",9934-4024,http://elibrary.ru/author_profile.asp?spin=9934-4024,0000-0001-8153-9996,http://orcid.org/0000-0001-8153-9996,0,0,D-9616-2014,http://www.researcherid.com/rid/D-9616-2014
Домашова,Юлия,Валерьевна,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",0,0,0,0,0,0,0,0
Калач,Екатерина,Андреевна,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",0,0,0,0,0,0,0,0
Кузнецова,Валентина,Георгиевна,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",0,0,0,0,0,0,0,0
Макухин,Петр,Геннадьевич,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",0,0,0,0,0,0,0,0
Молчанова,Анна,Вадимовна,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",0,0,0,0,0,0,0,0
Мосиенко,Лилия,Ивановна,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",8048-9196,http://elibrary.ru/author_profile.asp?spin=8048-9196,0000-0000-8048-9196,http://orcid.org/0000-0000-8048-9196,0,0,0,0
Ополев,Павел,Валерьевич,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",8527-6626,http://elibrary.ru/author_profile.asp?spin=8527-6626,0000-0001-8313-0975,http://orcid.org/0000-0001-8313-0975,57210105995,http://www.scopus.com/authid/detail.uri?authorId=57210105995,l-3705-2108,http://www.researcherid.com/rid/l-3705-2108
Петин,Дмитрий,Игоревич,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",9987-3347,http://elibrary.ru/author_profile.asp?spin=9987-3347,0000-0003-1614-8133,http://orcid.org/0000-0003-1614-8133,57188761451,http://www.scopus.com/authid/detail.uri?authorId=57188761451,A-8542-2017,http://www.researcherid.com/rid/A-8542-2017
Плотникова,Юлия,Сергеевна,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",2585-5720,http://elibrary.ru/author_profile.asp?spin=2585-5720,0,0,0,0,E-8011-2014,http://www.researcherid.com/rid/E-8011-2014
Радионцева,Екатерина,Сергеевна,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",0,0,0,0,0,0,0,0
Рыбаков,Роман,Валерьевич,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",6208-8601,http://elibrary.ru/author_profile.asp?spin=6208-8601,0,0,0,0,D-9665-2014,http://www.researcherid.com/rid/D-9665-2014
Рычков,Александр,Васильевич,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",1204-4102,http://elibrary.ru/author_profile.asp?spin=1204-4102,0,0,57195673648,http://www.scopus.com/authid/detail.uri?authorId=57195673648,P-1141-2017,http://www.researcherid.com/rid/P-1141-2017
Соломина,Наталья,Владимировна,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",3662-9194,http://elibrary.ru/author_profile.asp?spin=3662-9194,0,0,0,0,0,0
Хлебникова,Алена,Сергеевна,доцент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",0,0,0,0,0,0,0,0
Отинова,Полина,Равилевна,старший преподаватель,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",0,0,0,0,0,0,0,0
Хорошавина,Ольга,Михайловна,старший преподаватель,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",0,0,0,0,0,0,0,0
АНДРЕЕВА,Валентина,Александровна,ассистент,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",0,0,0,0,0,0,0,0
Стельмак,Максим,Максимович,старший научный сотрудник,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",4328-1399,http://elibrary.ru/author_profile.asp?spin=4328-1399,0,0,0,0,R-7418-2018,http://www.researcherid.com/rid/R-7418-2018
Евдокимова,Елена,Валерьевна,заведующий методическим кабинетом,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",2070-5717,http://elibrary.ru/author_profile.asp?spin=2070-5717,0000-0002-5194-1287,http://orcid.org/0000-0002-5194-1287,0,0,P-1030-2016,http://www.researcherid.com/rid/P-1030-2016
Гриценко,Наталия,Николаевна,специалист по учебно-методической работе 1 категории,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",0,0,0,0,0,0,0,0
СТАЦЕНКО,Елена,Сергеевна,специалист по учебно-методической работе 1 категории,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",0,0,0,0,0,0,0,0
Шашкова,Яна,Владимировна,учебный мастер,Факультет гуманитарного образования,"Кафедра ""История, философия и социальные коммуникации""",0,0,0,0,0,0,0,0
Ложников,Павел,Сергеевич,заведующий кафедрой,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",4324-2543,http://elibrary.ru/author_profile.asp?spin=4324-2543,0000-0001-7878-1976,http://orcid.org/0000-0001-7878-1976,55027255900,http://www.scopus.com/authid/detail.uri?authorId=55027255900,I-3666-2013,http://www.researcherid.com/rid/I-3666-2013
Данилова,Ольга,Тимофеевна,доцент,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",0,0,0,0,0,0,0,0
Виноградова,Татьяна,Николаевна,заведующий лабораториями,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",0,0,0,0,0,0,0,0
Белим,Сергей,Викторович,профессор,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",0,0,0,0,0,0,0,0
БОЛДЫРЕВА,Мария,Николаевна,старший преподаватель,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",9412-4267,http://elibrary.ru/author_profile.asp?spin=9412-4267,0,0,0,0,0,0
Горохова,Валерия,Федоровна,старший преподаватель,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",8676-8923,http://elibrary.ru/author_profile.asp?spin=8676-8923,0000-0002-6875-7216,http://orcid.org/0000-0002-6875-7216,0,0,0,0
Жумажанова,Самал,Сагидулловна,старший преподаватель,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",4385-5448,http://elibrary.ru/author_profile.asp?spin=4385-5448,0000-0002-6785-5201,http://orcid.org/0000-0002-6785-5201,57190336068,http://www.scopus.com/authid/detail.uri?authorId=57190336068,A-1762-2016,http://www.researcherid.com/rid/A-1762-2016
Иниватов,Даниил,Павлович,инженер,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",0,0,0,0,0,0,0,0
